TYPE,SS,ADR,INFO,lng,lat,census_subnit,number_of_nearby_restaurants,number_of_bus_stops,number_of_MTR_stations,number_of_schools,number_of_commercial_facilities,number_of_government_facilities,number_of_religious_facilities,number_of_medical_facilities,number_of_hotel_facilities,mean_median_age,median_hs_income,mean_hs_size,labour_force_percent,chinese_percent,pop_m_percent,ten_oc_percent,rent_to_income_ratio
RL,SAIZERIYA ITALIAN RESTAURANT,"SHOP R02, B2/F, AEON TAI WO HAU STORE, PANDA PLACE, PANDA HOTEL, 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",[],114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RL,CHIUCHOW GARDEN,"SHOP 536-539, LEVEL 5, TSUEN WAN PLAZA, 4-30 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",['G'],114.11080629290586,22.37086882925168,998,31,1,0,3,4,1,0,0,0,49.816964285714285,39130,2.966887417218543,0.5416666666666666,0.9553571428571429,0.5379464285714286,0.8013245033112583,0.214
RL,TORAZOU & AGETATE KIBUN UOGASHI,"UNIT TW-4-003 & 004,SHOPS 401-403 & 458-480, 4/F, TSUEN WAN PLAZA, 4-30 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11080629290586,22.37086882925168,998,31,1,0,3,4,1,0,0,0,49.816964285714285,39130,2.966887417218543,0.5416666666666666,0.9553571428571429,0.5379464285714286,0.8013245033112583,0.214
RL,魚屋,"UNIT TW-4-002(A) & 002(B), SHOPS 401-403 & 458-480, 4/F, TSUEN WAN PLAZA, 4-30 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",['H'],114.11080629290586,22.37086882925168,998,31,1,0,3,4,1,0,0,0,49.816964285714285,39130,2.966887417218543,0.5416666666666666,0.9553571428571429,0.5379464285714286,0.8013245033112583,0.214
RL,Panda Hotel,"7/F (FUNCTION ROOM) AND OUTSIDE SEATING ACCOMMODATION ON FLAT ROOF OF 7/F, PANDA HOTEL, TWTL 312, 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",['A'],114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RL,麻辣風雲,"MINOR PORTION OF SHOP A ON G/F, 1/F, 2/F, TSUEN BIK BUILDING, 108-114 HOI PA STREET, TSUEN WAN, NEW TERRITORIES","['F', 'G', 'H']",114.11620767513114,22.371452838355424,995,5,1,0,0,4,1,0,1,6,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,Sam Pei Kitchen,"G/F, 26 SAM PEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11655585938904,22.36870420275661,1006,15,5,0,3,3,2,0,0,2,34.61874441465594,18040,2.3961456102783725,0.4865951742627346,0.9714030384271671,0.483467381590706,0.24411134903640258,0.283
RL,燉奶佬餐廳,"SHOP 6A & 6B, G/F, BELVEDERE SQUARE, BELVEDERE GARDEN, PHASE 1, 530-590 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.10258708247102,22.373147281991848,982,2,0,0,4,2,1,0,0,0,49.567049511097316,47070,3.18566131025958,0.5095452428992705,0.9232500388018005,0.45964612758031975,0.872929542645241,0.295
RL,GENKI SUSHI,"SHOP G33, GROUND FLOOR, PANDA PLACE, PANDA HOTEL, 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RL,皇室甜品,"G/F, 118 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11644253605812,22.36890050692898,1006,22,5,0,3,3,2,0,0,2,34.61874441465594,18040,2.3961456102783725,0.4865951742627346,0.9714030384271671,0.483467381590706,0.24411134903640258,0.283
RL,BEANS CO,"G/F, 99 HOI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11560560302604,22.372189984830182,990,18,0,0,1,3,1,0,0,6,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RL,Kar Choi Fish Village,"SHOP NOS  G21-28 & 37, G/F, WATERSIDE PLAZA, 38 WING SHUN STREET, TSUEN WAN, NEW TERRITORIES",[],114.11430000000009,22.363620000000022,971,4,1,0,0,0,0,0,0,0,36.87210788699987,60020,3.2842149454240133,0.5079892624312924,0.9256039882398057,0.4396011760194299,0.7670025188916877,0.333
RL,Gyukaku Japanese Yakiniku Restaurant,"SHOP NO. G69, G/F, CITYWALK 2, 18 YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11452190676448,22.36796009930221,1014,12,0,0,0,5,1,0,0,1,37.40216787103947,60500,2.669139465875371,0.6281267370761534,0.896609227348527,0.44691495275152865,0.7752225519287834,0.32
RL,新宏利粥麵,"G/F, 75 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",[],114.11597700515574,22.37323365750408,990,7,2,2,0,0,2,0,1,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RL,有間冰室,"SHOP 17, G/F, PHASE 1, SHOPPING ARCADE, ALLWAY GARDENS, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.1042900000001,22.37702000000008,980,0,2,0,0,2,1,0,3,0,52.40546369518332,29040,3.0979955456570156,0.38245866283249463,0.9737598849748382,0.4716031631919482,0.7728285077951003,0.41
RL,雲家小鍋米線,"SHOP G01, G/F, 328 PLAZA, 328 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.117519191521,22.368722768672143,1007,7,3,0,4,6,2,0,0,0,50.48813056379822,28640,2.858960763520679,0.5133531157270029,0.9488130563798219,0.435459940652819,0.5726405090137858,0.18
RL,HEART SHSHI,"SHOP D, G/F, WAH DAT BUILDING, 22-32 HOI PA STREET, 2 TSO KUNG STREET, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.11227103048576,22.373569185088183,991,7,1,0,2,10,2,0,0,0,36.88699165797706,17500,2.705218617771509,0.4692387904066736,0.8852971845672576,0.49061522419186654,0.3300423131170663,0.308
RL,譚仔三哥米線,"SHOP NO. G57B, G61-63 & 65, G/F, CITYWALK 2, 18 YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11452190676448,22.36796009930221,1014,12,0,0,0,5,1,0,0,1,37.40216787103947,60500,2.669139465875371,0.6281267370761534,0.896609227348527,0.44691495275152865,0.7752225519287834,0.32
RL,SEAFOOD MOUNTAIN,"G/F, 25 YI PEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.1159134703297,22.369053728119027,999,9,4,0,1,3,0,0,0,5,37.50052410901468,23520,2.846911369740376,0.509748427672956,0.9410901467505242,0.4329140461215933,0.41539838854073413,0.312
RL,明記,"SHOP A, G/F AND M/F, IAU KIN BUILDING, 68 HAU TEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11550988169176,22.37109966686512,995,13,0,0,3,6,1,0,5,11,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,韓正屋韓國料理,"SHOP E, G/F, WAH DAT BUILDING, 22-32 HOI PA STREET, 2 TSO KUNG STREET, TSUEN WAN, NEW TERRITORIES",[],114.11227103048576,22.373569185088183,991,7,1,0,2,10,2,0,0,0,36.88699165797706,17500,2.705218617771509,0.4692387904066736,0.8852971845672576,0.49061522419186654,0.3300423131170663,0.308
RL,KOON THAI HAI NAM CHICKEN,"SHOP 6, G/F, 41 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.111255479097,22.37158057855981,997,9,0,0,1,0,0,0,1,0,36.811619718309856,21300,2.837162837162837,0.4524647887323944,0.9846830985915493,0.47746478873239434,0.4125874125874126,0.282
RL,Donichi,"SHOP G1-G2, G/F, CITY LANDMARK II, 67-95 TSUEN WAN MARKET STREET, TSUEN WAN, NEW TERRITORIES",[],114.11836023168564,22.371293037371387,994,14,2,0,0,2,2,0,0,1,52.57441956882255,32330,2.817757009345794,0.5306799336650083,0.961028192371476,0.45107794361525705,0.780373831775701,0.446
RL,燒皇燒烤專門店,"SHOP A1 & THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, G/F, BLOCK B, WAH SING BUILDING, 80-84 HAU TEI SQUARE, TSUEN WAN, NEW TERRITORIES",['A'],114.11514904076006,22.37102502601735,995,13,0,0,4,6,1,0,5,11,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,Royal Ming Garden Restaurant,"UNIT A, 5/F, KOLOUR‧TSUEN WAN I, 68 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11759387427828,22.37057868967325,1005,20,2,0,0,5,0,0,0,3,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RL,BABA'S STATION,"SHOP C1, G/F, TSUEN WAN BUILDING STAGE NO. 2, 77/81 HOI PA STREET, 2 & 6 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",[],114.11509690532232,22.37237920629437,990,18,0,0,4,5,1,0,0,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RL,好食,"G/F, 38 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",[],114.11548431688708,22.372742897073152,990,23,0,0,2,0,1,0,0,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RL,譚仔雲南米線,"SHOP G031-G032, G/F, KOLOUR.TSUEN WAN I, 68 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11759387427828,22.37057868967325,1005,20,2,0,0,5,0,0,0,3,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RL,May's Hot & Spicy,"FLAT 169, G/F  , FOOK CHI LAU, MOON LOK DAI HA, 169 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES","['F', 'G', 'H']",114.11225250647976,22.372335285121736,992,3,1,0,2,4,0,0,1,0,52.72333488588728,13820,2.377630121816168,0.39776432231020026,0.9781089892873778,0.4503959012575687,0.0,0.101
RL,SATISFACTORY CONGEE RESTAURANT,"G/F, 271 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11711862036822,22.369690501303268,1005,15,1,0,0,4,2,0,0,4,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RL,Numb Spicy Hot Skewer,"SHOP A1, FRONT PORTION, G/F, 84 HO PUI STREET, TSUEN WAN, NEW TERRITORIES",[],114.11673749523084,22.36793101409819,1006,4,3,0,3,4,0,0,0,1,34.61874441465594,18040,2.3961456102783725,0.4865951742627346,0.9714030384271671,0.483467381590706,0.24411134903640258,0.283
RL,NICE PLACE,"SHOP 18A, G/F, ON ON BUILDING, 14-18 SAM PEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11667647497576,22.36889656743449,1006,14,5,0,2,4,2,0,0,2,34.61874441465594,18040,2.3961456102783725,0.4865951742627346,0.9714030384271671,0.483467381590706,0.24411134903640258,0.283
RL,富華餐廳,"G/F, 16 SZE PEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11727242829151,22.36981761286492,1005,15,0,0,0,3,2,0,0,3,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RL,Lemon Basil,"SHOP B120, B1/F, PANDA PLACE OF PANDA HOTEL, 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",[],114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RL,THAI SPECIAL RESTAURANT,"1/F, TSUEN KING BUILDING, 83-93 HOI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11527870880218,22.372288136916367,990,26,0,0,3,5,1,0,0,6,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RL,老上海麵館,"SHOP 38, G/F, PLOT B, WEALTHY GARDEN SHOPPING ARCADE, 1 TSUEN KWAI STREET, TSUEN WAN, NEW TERRITORIES",[],114.12178541259924,22.369197813034617,996,10,0,0,0,3,1,0,2,0,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RL,蘇媽.蘇媽馬來西亞茶餐室,"SHOP 07, G/F, STAGE 16 TAK YAN BUILDING, 71 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11184506216637,22.371259677396736,997,10,0,0,0,1,0,0,0,0,36.811619718309856,21300,2.837162837162837,0.4524647887323944,0.9846830985915493,0.47746478873239434,0.4125874125874126,0.282
RL,樓下冰室,"SHOP B, G/F, TAK YAN HOUSE STAGE 14, 14-18 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",[],114.1152552394733,22.37257647438561,990,23,0,0,3,2,0,0,0,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RL,DRAGON DELICIOUS,"3/F, OPTIMALL, 118 CHUEN LUNG STREET, TSUEN WAN, NEW TERRITORIES",[],114.11489657783642,22.36922886798588,999,9,2,0,0,5,1,0,1,2,37.50052410901468,23520,2.846911369740376,0.509748427672956,0.9410901467505242,0.4329140461215933,0.41539838854073413,0.312
RL,Gyu Jin,"SHOP 3002, LEVEL 3, DISCOVERY PARK SHOPPING CENTRE, 398 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11182117374231,22.37610592617472,978,6,0,0,0,0,0,0,0,0,49.85151296028479,50140,2.798567870485679,0.5134052731115808,0.9332517521415062,0.4235176326621426,0.7562266500622665,0.291
RL,Super Super,"SHOP NOS. 3 & 4, LEVEL 3, BELLAGIO MALL, 33 CASTLE PEAK ROAD, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",[],114.06178808494552,22.367243572309263,1062,1,3,0,1,3,1,0,0,0,38.81605414042673,62150,2.8831978319783196,0.5804116928282733,0.876962120500047,0.45455399943603725,0.7474254742547426,0.262
RL,陳財記,"G/F, FRONT BLOCK AND MIDDLE BLOCK, 28 SAM PEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11649500677196,22.36860538011817,1006,12,5,0,3,3,1,0,0,2,34.61874441465594,18040,2.3961456102783725,0.4865951742627346,0.9714030384271671,0.483467381590706,0.24411134903640258,0.283
RL,GOLDEN THAI FOOD,"3/F, SHUI SANG BUILDING, 13-19 CHUNG ON STREET AND 38-40 SHIU WO STREET, TSUEN WAN, NEW TERRITORIES",[],114.11778858588906,22.371797208847383,993,12,7,0,0,2,2,0,0,3,39.74262339055794,18530,2.341708542713568,0.43508583690987124,0.9721030042918455,0.47585836909871243,0.49120603015075376,0.324
RL,No Record,"G/F & M/F, 53 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11619979614215,22.37182105536192,995,6,2,0,0,4,1,0,0,5,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,La Postre,"SHOP NOS. B109-B110, BASEMENT 1, TSUEN WAN PLAZA, 4-30 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11080629290586,22.37086882925168,998,31,1,0,3,4,1,0,0,0,49.816964285714285,39130,2.966887417218543,0.5416666666666666,0.9553571428571429,0.5379464285714286,0.8013245033112583,0.214
RL,Outback Steakhouse,"SHOP NOS. 3004, LEVEL 3, DISCOVERY PARK SHOPPING CENTRE, 398 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11182117374231,22.37610592617472,978,6,0,0,0,0,0,0,0,0,49.85151296028479,50140,2.798567870485679,0.5134052731115808,0.9332517521415062,0.4235176326621426,0.7562266500622665,0.291
RL,瀛燒,"SHOP NO. 1, G/F, HEUNG SHING BUILDING, 5-7 HEUNG WO STREET, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.11095708334398,22.372370950119745,997,11,0,0,1,0,0,0,1,0,36.811619718309856,21300,2.837162837162837,0.4524647887323944,0.9846830985915493,0.47746478873239434,0.4125874125874126,0.282
RL,金域軒,"G/F, 67 SHAM TSENG VILLAGE, TSUEN WAN, NEW TERRITORIES",[],114.05899129531298,22.367513343862967,1061,9,2,0,0,6,1,0,0,0,37.308040770101925,29390,3.109154929577465,0.49037372593431483,0.956964892412231,0.4881087202718007,0.47183098591549294,0.227
RL,PIZZA HUT,"SHOP G3 & OUTSIDE SEATING, G/F, PANDA PLACE, PANDA HOTEL, 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",[],114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RL,Yaichi Ban Bashu Grill Shop,"SHOP D, G/F, IAU KIN BUILDING, 48-68 HAU TEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11550988169176,22.37109966686512,995,13,0,0,3,6,1,0,5,11,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,一品鷄煲火鍋,"BASEMENT 2 FLOOR, TAI HUNG FAI (TSUEN WAN) CENTRE, 55 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",['G'],114.11692000000004,22.37000000000006,995,23,0,0,0,2,2,0,0,7,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,Diaoyuweng Roasted Goose and Seafood Restaurant,"SHOP NO. 5B, 5/F, KOLOUR TSUEN WAN I, 68 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11759387427828,22.37057868967325,1005,20,2,0,0,5,0,0,0,3,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RL,鋿晶館,"SHOP NO. 1, G/F, KWONG MING BUILDING, 120-130 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11167038330422,22.372164252387435,997,4,1,0,0,1,0,0,1,0,36.811619718309856,21300,2.837162837162837,0.4524647887323944,0.9846830985915493,0.47746478873239434,0.4125874125874126,0.282
RL,MANYA  JAPANESE RESTAURANT,"10/F, TAI HUNG FAI (TSUEN WAN) CENTRE, 55 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.1167183844916,22.370066220113102,995,16,0,0,0,3,2,0,1,7,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,Sportful Garden Restaurant,"G/F, THE OCTAGON, 6  SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1071708938606,22.375056721444736,988,0,0,0,0,0,0,0,0,0,36.55153917910448,14630,2.977777777777778,0.4216417910447761,0.9169776119402985,0.5,0.17222222222222222,0.211
RL,Kam Kee Seafood Restaurant,"G/F, 21 TSO KUNG SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.1114251288173,22.37300114350998,991,8,1,0,0,4,0,0,1,0,36.88699165797706,17500,2.705218617771509,0.4692387904066736,0.8852971845672576,0.49061522419186654,0.3300423131170663,0.308
RL,皇庭匯,"SHOP 31 & 32, G/F, BELVEDERE SQUARE, BELVEDERE GARDEN, PHASE 3, 625 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.10084331133442,22.371212990196057,984,1,1,0,7,4,0,0,0,0,49.932151749443065,50090,3.552607076350093,0.476870659153453,0.9136417245446207,0.45079281876556154,0.87243947858473,0.314
RL,YU MAI,"G/F, 106 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11662157350992,22.36918570118452,1006,19,3,0,1,4,2,0,0,5,34.61874441465594,18040,2.3961456102783725,0.4865951742627346,0.9714030384271671,0.483467381590706,0.24411134903640258,0.283
RL,新麗園,"SHOP R, G/F, WINNING HEIGHTS, 69 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",[],114.11597700515574,22.37323365750408,990,7,2,2,0,0,2,0,1,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RL,PUTIEN,"SHOP 416, LEVEL 4, TSUEN WAN PLAZA, 4-30 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11080629290586,22.37086882925168,998,31,1,0,3,4,1,0,0,0,49.816964285714285,39130,2.966887417218543,0.5416666666666666,0.9553571428571429,0.5379464285714286,0.8013245033112583,0.214
RL,Gyuugoku Stone Grill Steak,"SHOP 9, G/F, PO SHING MANSION, 77-89 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11536294692912,22.371306616054525,995,13,0,0,2,6,1,0,5,10,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,Teawood Taiwanese Cafe & Restaurant,"SHOPS S7-8 & 8A, 2/F, LUK YEUNG GALLERIA, LUK YEUNG SUN CHUEN, 22-66 WAI TSUEN ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11922893213074,22.373025744395804,1003,13,2,5,2,1,5,0,0,0,49.8834081788649,40040,2.7879595098561536,0.51490540798777,0.9384674183068985,0.44897764188801836,0.6819392647842302,0.237
RL,Super Star Chinese Cuisine,"SHOP NOS. 621-630, LEVEL 6, TSUEN WAN PLAZA, 4-30 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11080629290586,22.37086882925168,998,31,1,0,3,4,1,0,0,0,49.816964285714285,39130,2.966887417218543,0.5416666666666666,0.9553571428571429,0.5379464285714286,0.8013245033112583,0.214
RL,ASIAN COOKING,"SHOP 3011, 3/F, KOLOUR．TSUEN WAN I, 68 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11759387427828,22.37057868967325,1005,20,2,0,0,5,0,0,0,3,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RL,一生懸麵,"SHOP NO. 3012, 3/F, KOLOUR TSUEN WAN I, 68 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.11759387427828,22.37057868967325,1005,20,2,0,0,5,0,0,0,3,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RL,Taiwan Kitchen,"SHOP B102, B1/F, PANDA PLACE, PANDA HOTEL, 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",[],114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RL,Itacho Sushi,"SHOP NOS. 3001-3002, 3/F, KOLOUR ∙ TSUEN WAN I, 68 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.11755000000004,22.37089000000003,1005,20,3,0,0,5,0,0,0,2,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RL,LITTLE SHEEP HOT POT,"20/F, TAI HUNG FAI (TSUEN WAN) CENTRE, 55 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.1167183844916,22.370066220113102,995,16,0,0,0,3,2,0,1,7,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,尚點-悅來店/牛の鍋/生記海鮮酒家,"SHOP 201, 202, 203, 2/F, PANDA PLACE, PANDA HOTEL, 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RL,Yeung Kee Spicy Fish Restaurant (Tsuen Wan),"SHOP C, G/F & COCKLOFT, 62 HAU TEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11550988169176,22.37109966686512,995,13,0,0,3,6,1,0,5,11,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,KOWLOON RESTAURANT,"G/F (PORTION A), SAM WO BUILDING, 14-16 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11802830831988,22.37144902458948,994,12,4,0,0,3,2,0,0,3,52.57441956882255,32330,2.817757009345794,0.5306799336650083,0.961028192371476,0.45107794361525705,0.780373831775701,0.446
RL,彩虹串燒專門店,"SHOP M ON G/F OF WINNING HEIGHTS, 277/287 CASTLE PEAK ROAD TSUEN WAN, 65/75 LO TAK COURT, 4, 6, 10 & 12 WUN TUNG STREET, 3, 5, 9 & 11 FU WAH STREET, TSUEN WAN, NEW TERRITORIES",[],114.11597700515574,22.37323365750408,990,7,2,2,0,0,2,0,1,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RL,醉潮館,"G/F, 30 SAM PEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11645645001738,22.36854021082098,1006,12,5,0,3,3,0,0,0,4,34.61874441465594,18040,2.3961456102783725,0.4865951742627346,0.9714030384271671,0.483467381590706,0.24411134903640258,0.283
RL,GENKI SUSHI,"SHOP B105-B108, BASEMENT 1, TSUEN WAN PLAZA, 4-30 TAI PA STREET, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.11080629290586,22.37086882925168,998,31,1,0,3,4,1,0,0,0,49.816964285714285,39130,2.966887417218543,0.5416666666666666,0.9553571428571429,0.5379464285714286,0.8013245033112583,0.214
